date,year,month,month_name,quarter,product_name,category,region,units_sold,unit_price_inr,revenue_inr,stock_start,stock_end,stockout_flag,lag_1_units,lag_3_units,rolling_avg_3,units_sold_clean,month_sin,month_cos,is_q4,is_winter,is_diwali_month,year_index
2022-03-01,2022,3,March,Q1,Escitab-10,Antidepressant,Central,172,4.0,688.0,162,148,0,219.0,181.0,208.0,172.0,1.0,6.123233995736766e-17,0,0,0,0
2022-04-01,2022,4,April,Q2,Escitab-10,Antidepressant,Central,165,4.0,660.0,199,192,0,172.0,233.0,185.3,165.0,0.8660254037844387,-0.4999999999999998,0,0,0,0
2022-05-01,2022,5,May,Q2,Escitab-10,Antidepressant,Central,191,4.0,764.0,250,238,0,165.0,219.0,176.0,191.0,0.49999999999999994,-0.8660254037844387,0,0,0,0
2022-06-01,2022,6,June,Q2,Escitab-10,Antidepressant,Central,141,4.0,564.0,166,175,0,191.0,172.0,165.7,141.0,1.2246467991473532e-16,-1.0,0,0,0,0
2022-07-01,2022,7,July,Q3,Escitab-10,Antidepressant,Central,154,4.0,616.0,156,168,0,141.0,165.0,162.0,154.0,-0.4999999999999997,-0.8660254037844388,0,0,0,0
2022-08-01,2022,8,August,Q3,Escitab-10,Antidepressant,Central,150,4.0,600.0,172,186,0,154.0,191.0,148.3,150.0,-0.8660254037844385,-0.5000000000000004,0,0,0,0
2022-09-01,2022,9,September,Q3,Escitab-10,Antidepressant,Central,155,4.0,620.0,184,170,0,150.0,141.0,153.0,155.0,-1.0,-1.8369701987210297e-16,0,0,0,0
2022-10-01,2022,10,October,Q4,Escitab-10,Antidepressant,Central,152,4.0,608.0,136,143,0,155.0,154.0,152.3,152.0,-0.8660254037844386,0.5000000000000001,1,0,1,0
2022-11-01,2022,11,November,Q4,Escitab-10,Antidepressant,Central,207,4.0,828.0,219,222,0,152.0,150.0,171.3,207.0,-0.5000000000000004,0.8660254037844384,1,1,0,0
2022-12-01,2022,12,December,Q4,Escitab-10,Antidepressant,Central,231,4.0,924.0,202,219,0,207.0,155.0,196.7,231.0,-2.4492935982947064e-16,1.0,1,1,0,0
2023-01-01,2023,1,January,Q1,Escitab-10,Antidepressant,Central,238,4.0,952.0,245,231,0,231.0,152.0,225.3,238.0,0.49999999999999994,0.8660254037844387,0,1,0,1
2023-02-01,2023,2,February,Q1,Escitab-10,Antidepressant,Central,238,4.0,952.0,249,270,0,238.0,207.0,235.7,238.0,0.8660254037844386,0.5000000000000001,0,1,0,1
2023-03-01,2023,3,March,Q1,Escitab-10,Antidepressant,Central,204,4.0,816.0,183,170,0,238.0,231.0,226.7,204.0,1.0,6.123233995736766e-17,0,0,0,1
2023-04-01,2023,4,April,Q2,Escitab-10,Antidepressant,Central,171,4.0,684.0,195,197,0,204.0,238.0,204.3,171.0,0.8660254037844387,-0.4999999999999998,0,0,0,1
2023-05-01,2023,5,May,Q2,Escitab-10,Antidepressant,Central,166,4.0,664.0,149,136,0,171.0,238.0,180.3,166.0,0.49999999999999994,-0.8660254037844387,0,0,0,1
2023-06-01,2023,6,June,Q2,Escitab-10,Antidepressant,Central,133,4.0,532.0,159,162,0,166.0,204.0,156.7,133.0,1.2246467991473532e-16,-1.0,0,0,0,1
2023-07-01,2023,7,July,Q3,Escitab-10,Antidepressant,Central,161,4.0,644.0,194,195,0,133.0,171.0,153.3,161.0,-0.4999999999999997,-0.8660254037844388,0,0,0,1
2023-08-01,2023,8,August,Q3,Escitab-10,Antidepressant,Central,160,4.0,640.0,167,182,0,161.0,166.0,151.3,160.0,-0.8660254037844385,-0.5000000000000004,0,0,0,1
2023-09-01,2023,9,September,Q3,Escitab-10,Antidepressant,Central,190,4.0,760.0,197,197,0,160.0,133.0,170.3,190.0,-1.0,-1.8369701987210297e-16,0,0,0,1
2023-10-01,2023,10,October,Q4,Escitab-10,Antidepressant,Central,158,4.0,632.0,166,161,0,190.0,161.0,169.3,158.0,-0.8660254037844386,0.5000000000000001,1,0,1,1
2023-11-01,2023,11,November,Q4,Escitab-10,Antidepressant,Central,234,4.0,936.0,266,279,0,158.0,160.0,194.0,234.0,-0.5000000000000004,0.8660254037844384,1,1,0,1
2023-12-01,2023,12,December,Q4,Escitab-10,Antidepressant,Central,231,4.0,924.0,265,285,0,234.0,190.0,207.7,231.0,-2.4492935982947064e-16,1.0,1,1,0,1
2024-01-01,2024,1,January,Q1,Escitab-10,Antidepressant,Central,238,4.0,952.0,306,302,0,231.0,158.0,234.3,238.0,0.49999999999999994,0.8660254037844387,0,1,0,2
2024-02-01,2024,2,February,Q1,Escitab-10,Antidepressant,Central,253,4.0,1012.0,214,193,0,238.0,234.0,240.7,253.0,0.8660254037844386,0.5000000000000001,0,1,0,2
2024-03-01,2024,3,March,Q1,Escitab-10,Antidepressant,Central,256,4.0,1024.0,306,315,0,253.0,231.0,249.0,256.0,1.0,6.123233995736766e-17,0,0,0,2
2024-04-01,2024,4,April,Q2,Escitab-10,Antidepressant,Central,187,4.0,748.0,205,211,0,256.0,238.0,232.0,187.0,0.8660254037844387,-0.4999999999999998,0,0,0,2
2024-05-01,2024,5,May,Q2,Escitab-10,Antidepressant,Central,166,4.0,664.0,199,206,0,187.0,253.0,203.0,166.0,0.49999999999999994,-0.8660254037844387,0,0,0,2
2024-06-01,2024,6,June,Q2,Escitab-10,Antidepressant,Central,159,4.0,636.0,213,208,0,166.0,256.0,170.7,159.0,1.2246467991473532e-16,-1.0,0,0,0,2
2024-07-01,2024,7,July,Q3,Escitab-10,Antidepressant,Central,166,4.0,664.0,162,173,0,159.0,187.0,163.7,166.0,-0.4999999999999997,-0.8660254037844388,0,0,0,2
2024-08-01,2024,8,August,Q3,Escitab-10,Antidepressant,Central,197,4.0,788.0,252,266,0,166.0,166.0,174.0,197.0,-0.8660254037844385,-0.5000000000000004,0,0,0,2
2024-09-01,2024,9,September,Q3,Escitab-10,Antidepressant,Central,181,4.0,724.0,196,208,0,197.0,159.0,181.3,181.0,-1.0,-1.8369701987210297e-16,0,0,0,2
2024-10-01,2024,10,October,Q4,Escitab-10,Antidepressant,Central,180,4.0,720.0,155,167,0,181.0,166.0,186.0,180.0,-0.8660254037844386,0.5000000000000001,1,0,1,2
2024-11-01,2024,11,November,Q4,Escitab-10,Antidepressant,Central,212,4.0,848.0,289,280,0,180.0,197.0,191.0,212.0,-0.5000000000000004,0.8660254037844384,1,1,0,2
2024-12-01,2024,12,December,Q4,Escitab-10,Antidepressant,Central,240,4.0,960.0,211,234,0,212.0,181.0,210.7,240.0,-2.4492935982947064e-16,1.0,1,1,0,2
2022-01-01,2022,1,January,Q1,Escitab-10,Antidepressant,East,394,4.0,1576.0,385,345,0,350.0,325.0,337.65,394.0,0.49999999999999994,0.8660254037844387,0,1,0,0
2022-02-01,2022,2,February,Q1,Escitab-10,Antidepressant,East,433,4.0,1732.0,370,398,0,394.0,325.0,337.65,433.0,0.8660254037844386,0.5000000000000001,0,1,0,0
2022-03-01,2022,3,March,Q1,Escitab-10,Antidepressant,East,355,4.0,1420.0,393,363,0,433.0,325.0,394.0,355.0,1.0,6.123233995736766e-17,0,0,0,0
2022-04-01,2022,4,April,Q2,Escitab-10,Antidepressant,East,260,4.0,1040.0,298,314,0,355.0,394.0,349.3,260.0,0.8660254037844387,-0.4999999999999998,0,0,0,0
2022-05-01,2022,5,May,Q2,Escitab-10,Antidepressant,East,307,4.0,1228.0,337,351,0,260.0,433.0,307.3,307.0,0.49999999999999994,-0.8660254037844387,0,0,0,0
2022-06-01,2022,6,June,Q2,Escitab-10,Antidepressant,East,252,4.0,1008.0,214,191,0,307.0,355.0,273.0,252.0,1.2246467991473532e-16,-1.0,0,0,0,0
2022-07-01,2022,7,July,Q3,Escitab-10,Antidepressant,East,299,4.0,1196.0,304,312,0,252.0,260.0,286.0,299.0,-0.4999999999999997,-0.8660254037844388,0,0,0,0
2022-08-01,2022,8,August,Q3,Escitab-10,Antidepressant,East,300,4.0,1200.0,376,373,0,299.0,307.0,283.7,300.0,-0.8660254037844385,-0.5000000000000004,0,0,0,0
2022-09-01,2022,9,September,Q3,Escitab-10,Antidepressant,East,268,4.0,1072.0,232,252,0,300.0,252.0,289.0,268.0,-1.0,-1.8369701987210297e-16,0,0,0,0
2022-10-01,2022,10,October,Q4,Escitab-10,Antidepressant,East,301,4.0,1204.0,349,353,0,268.0,299.0,289.7,301.0,-0.8660254037844386,0.5000000000000001,1,0,1,0
2022-11-01,2022,11,November,Q4,Escitab-10,Antidepressant,East,350,4.0,1400.0,398,426,0,301.0,300.0,306.3,350.0,-0.5000000000000004,0.8660254037844384,1,1,0,0
2022-12-01,2022,12,December,Q4,Escitab-10,Antidepressant,East,444,4.0,1776.0,482,493,0,350.0,268.0,365.0,444.0,-2.4492935982947064e-16,1.0,1,1,0,0
2023-01-01,2023,1,January,Q1,Escitab-10,Antidepressant,East,380,4.0,1520.0,404,414,0,444.0,301.0,391.3,380.0,0.49999999999999994,0.8660254037844387,0,1,0,1
2023-02-01,2023,2,February,Q1,Escitab-10,Antidepressant,East,406,4.0,1624.0,519,523,0,380.0,350.0,410.0,406.0,0.8660254037844386,0.5000000000000001,0,1,0,1
2023-03-01,2023,3,March,Q1,Escitab-10,Antidepressant,East,375,4.0,1500.0,471,472,0,406.0,444.0,387.0,375.0,1.0,6.123233995736766e-17,0,0,0,1
2023-04-01,2023,4,April,Q2,Escitab-10,Antidepressant,East,325,4.0,1300.0,334,356,0,375.0,380.0,368.7,325.0,0.8660254037844387,-0.4999999999999998,0,0,0,1
2023-05-01,2023,5,May,Q2,Escitab-10,Antidepressant,East,314,4.0,1256.0,372,343,0,325.0,406.0,338.0,314.0,0.49999999999999994,-0.8660254037844387,0,0,0,1
2023-06-01,2023,6,June,Q2,Escitab-10,Antidepressant,East,258,4.0,1032.0,353,334,0,314.0,375.0,299.0,258.0,1.2246467991473532e-16,-1.0,0,0,0,1
2023-07-01,2023,7,July,Q3,Escitab-10,Antidepressant,East,313,4.0,1252.0,309,302,0,258.0,325.0,295.0,313.0,-0.4999999999999997,-0.8660254037844388,0,0,0,1
2023-08-01,2023,8,August,Q3,Escitab-10,Antidepressant,East,279,4.0,1116.0,389,374,0,313.0,314.0,283.3,279.0,-0.8660254037844385,-0.5000000000000004,0,0,0,1
2023-09-01,2023,9,September,Q3,Escitab-10,Antidepressant,East,320,4.0,1280.0,422,393,0,279.0,258.0,304.0,320.0,-1.0,-1.8369701987210297e-16,0,0,0,1
2023-10-01,2023,10,October,Q4,Escitab-10,Antidepressant,East,354,4.0,1416.0,484,510,0,320.0,313.0,317.7,354.0,-0.8660254037844386,0.5000000000000001,1,0,1,1
2023-11-01,2023,11,November,Q4,Escitab-10,Antidepressant,East,414,4.0,1656.0,337,324,0,354.0,279.0,362.7,414.0,-0.5000000000000004,0.8660254037844384,1,1,0,1
2023-12-01,2023,12,December,Q4,Escitab-10,Antidepressant,East,416,4.0,1664.0,482,483,0,414.0,320.0,394.7,416.0,-2.4492935982947064e-16,1.0,1,1,0,1
2024-01-01,2024,1,January,Q1,Escitab-10,Antidepressant,East,453,4.0,1812.0,415,371,0,416.0,354.0,427.7,453.0,0.49999999999999994,0.8660254037844387,0,1,0,2
2024-02-01,2024,2,February,Q1,Escitab-10,Antidepressant,East,421,4.0,1684.0,399,382,0,453.0,414.0,430.0,421.0,0.8660254037844386,0.5000000000000001,0,1,0,2
2024-03-01,2024,3,March,Q1,Escitab-10,Antidepressant,East,422,4.0,1688.0,573,532,0,421.0,416.0,432.0,422.0,1.0,6.123233995736766e-17,0,0,0,2
2024-04-01,2024,4,April,Q2,Escitab-10,Antidepressant,East,385,4.0,1540.0,361,391,0,422.0,453.0,409.3,385.0,0.8660254037844387,-0.4999999999999998,0,0,0,2
2024-05-01,2024,5,May,Q2,Escitab-10,Antidepressant,East,325,4.0,1300.0,442,429,0,385.0,421.0,377.3,325.0,0.49999999999999994,-0.8660254037844387,0,0,0,2
2024-06-01,2024,6,June,Q2,Escitab-10,Antidepressant,East,302,4.0,1208.0,376,359,0,325.0,422.0,337.3,302.0,1.2246467991473532e-16,-1.0,0,0,0,2
2024-07-01,2024,7,July,Q3,Escitab-10,Antidepressant,East,281,4.0,1124.0,306,284,0,302.0,385.0,302.7,281.0,-0.4999999999999997,-0.8660254037844388,0,0,0,2
2024-08-01,2024,8,August,Q3,Escitab-10,Antidepressant,East,281,4.0,1124.0,280,280,0,281.0,325.0,288.0,281.0,-0.8660254037844385,-0.5000000000000004,0,0,0,2
2024-09-01,2024,9,September,Q3,Escitab-10,Antidepressant,East,351,4.0,1404.0,423,405,0,281.0,302.0,304.3,351.0,-1.0,-1.8369701987210297e-16,0,0,0,2
2024-10-01,2024,10,October,Q4,Escitab-10,Antidepressant,East,360,4.0,1440.0,398,405,0,351.0,281.0,330.7,360.0,-0.8660254037844386,0.5000000000000001,1,0,1,2
2024-11-01,2024,11,November,Q4,Escitab-10,Antidepressant,East,443,4.0,1772.0,366,406,0,360.0,281.0,384.7,443.0,-0.5000000000000004,0.8660254037844384,1,1,0,2
2024-12-01,2024,12,December,Q4,Escitab-10,Antidepressant,East,438,4.0,1752.0,440,441,0,443.0,351.0,413.7,438.0,-2.4492935982947064e-16,1.0,1,1,0,2
2022-01-01,2022,1,January,Q1,Escitab-10,Antidepressant,North,649,4.0,2596.0,790,841,0,545.0,545.0,574.85,506.625,0.49999999999999994,0.8660254037844387,0,1,0,0
2022-02-01,2022,2,February,Q1,Escitab-10,Antidepressant,North,696,4.0,2784.0,861,836,0,649.0,545.0,574.85,506.625,0.8660254037844386,0.5000000000000001,0,1,0,0
2022-03-01,2022,3,March,Q1,Escitab-10,Antidepressant,North,545,4.0,2180.0,519,465,0,696.0,545.0,630.0,506.625,1.0,6.123233995736766e-17,0,0,0,0
2022-04-01,2022,4,April,Q2,Escitab-10,Antidepressant,North,605,4.0,2420.0,598,549,0,545.0,649.0,615.3,506.625,0.8660254037844387,-0.4999999999999998,0,0,0,0
2022-05-01,2022,5,May,Q2,Escitab-10,Antidepressant,North,505,4.0,2020.0,442,449,0,605.0,696.0,551.7,505.0,0.49999999999999994,-0.8660254037844387,0,0,0,0
2022-06-01,2022,6,June,Q2,Escitab-10,Antidepressant,North,419,4.0,1676.0,366,404,0,505.0,545.0,509.7,419.0,1.2246467991473532e-16,-1.0,0,0,0,0
2022-07-01,2022,7,July,Q3,Escitab-10,Antidepressant,North,443,4.0,1772.0,537,515,0,419.0,605.0,455.7,443.0,-0.4999999999999997,-0.8660254037844388,0,0,0,0
2022-08-01,2022,8,August,Q3,Escitab-10,Antidepressant,North,521,4.0,2084.0,423,403,0,443.0,505.0,461.0,506.625,-0.8660254037844385,-0.5000000000000004,0,0,0,0
2022-09-01,2022,9,September,Q3,Escitab-10,Antidepressant,North,468,4.0,1872.0,469,469,0,521.0,419.0,477.3,468.0,-1.0,-1.8369701987210297e-16,0,0,0,0
2022-10-01,2022,10,October,Q4,Escitab-10,Antidepressant,North,574,4.0,2296.0,739,789,0,468.0,443.0,521.0,506.625,-0.8660254037844386,0.5000000000000001,1,0,1,0
2022-11-01,2022,11,November,Q4,Escitab-10,Antidepressant,North,732,4.0,2928.0,968,979,0,574.0,521.0,591.3,506.625,-0.5000000000000004,0.8660254037844384,1,1,0,0
2022-12-01,2022,12,December,Q4,Escitab-10,Antidepressant,North,658,4.0,2632.0,558,615,0,732.0,468.0,654.7,506.625,-2.4492935982947064e-16,1.0,1,1,0,0
2023-01-01,2023,1,January,Q1,Escitab-10,Antidepressant,North,692,4.0,2768.0,794,854,0,658.0,574.0,694.0,506.625,0.49999999999999994,0.8660254037844387,0,1,0,1
2023-02-01,2023,2,February,Q1,Escitab-10,Antidepressant,North,666,4.0,2664.0,709,648,0,692.0,732.0,672.0,506.625,0.8660254037844386,0.5000000000000001,0,1,0,1
2023-03-01,2023,3,March,Q1,Escitab-10,Antidepressant,North,730,4.0,2920.0,680,698,0,666.0,658.0,696.0,506.625,1.0,6.123233995736766e-17,0,0,0,1
2023-04-01,2023,4,April,Q2,Escitab-10,Antidepressant,North,530,4.0,2120.0,488,475,0,730.0,692.0,642.0,506.625,0.8660254037844387,-0.4999999999999998,0,0,0,1
2023-05-01,2023,5,May,Q2,Escitab-10,Antidepressant,North,522,4.0,2088.0,718,670,0,530.0,666.0,594.0,506.625,0.49999999999999994,-0.8660254037844387,0,0,0,1
2023-06-01,2023,6,June,Q2,Escitab-10,Antidepressant,North,470,4.0,1880.0,410,411,0,522.0,730.0,507.3,470.0,1.2246467991473532e-16,-1.0,0,0,0,1
2023-07-01,2023,7,July,Q3,Escitab-10,Antidepressant,North,454,4.0,1816.0,476,432,0,470.0,530.0,482.0,454.0,-0.4999999999999997,-0.8660254037844388,0,0,0,1
2023-08-01,2023,8,August,Q3,Escitab-10,Antidepressant,North,458,4.0,1832.0,496,534,0,454.0,522.0,460.7,458.0,-0.8660254037844385,-0.5000000000000004,0,0,0,1
2023-09-01,2023,9,September,Q3,Escitab-10,Antidepressant,North,537,4.0,2148.0,537,561,0,458.0,470.0,483.0,506.625,-1.0,-1.8369701987210297e-16,0,0,0,1
2023-10-01,2023,10,October,Q4,Escitab-10,Antidepressant,North,429,4.0,1716.0,599,567,0,537.0,454.0,474.7,429.0,-0.8660254037844386,0.5000000000000001,1,0,1,1
2023-11-01,2023,11,November,Q4,Escitab-10,Antidepressant,North,734,4.0,2936.0,658,653,0,429.0,458.0,566.7,506.625,-0.5000000000000004,0.8660254037844384,1,1,0,1
2023-12-01,2023,12,December,Q4,Escitab-10,Antidepressant,North,635,4.0,2540.0,788,801,0,734.0,537.0,599.3,506.625,-2.4492935982947064e-16,1.0,1,1,0,1
2024-01-01,2024,1,January,Q1,Escitab-10,Antidepressant,North,695,4.0,2780.0,594,611,0,635.0,429.0,688.0,506.625,0.49999999999999994,0.8660254037844387,0,1,0,2
2024-02-01,2024,2,February,Q1,Escitab-10,Antidepressant,North,736,4.0,2944.0,919,979,0,695.0,734.0,688.7,506.625,0.8660254037844386,0.5000000000000001,0,1,0,2
2024-03-01,2024,3,March,Q1,Escitab-10,Antidepressant,North,651,4.0,2604.0,604,575,0,736.0,635.0,694.0,506.625,1.0,6.123233995736766e-17,0,0,0,2
2024-04-01,2024,4,April,Q2,Escitab-10,Antidepressant,North,524,4.0,2096.0,712,764,0,651.0,695.0,637.0,506.625,0.8660254037844387,-0.4999999999999998,0,0,0,2
2024-05-01,2024,5,May,Q2,Escitab-10,Antidepressant,North,574,4.0,2296.0,720,698,0,524.0,736.0,583.0,506.625,0.49999999999999994,-0.8660254037844387,0,0,0,2
2024-06-01,2024,6,June,Q2,Escitab-10,Antidepressant,North,490,4.0,1960.0,561,532,0,574.0,651.0,529.3,490.0,1.2246467991473532e-16,-1.0,0,0,0,2
2024-07-01,2024,7,July,Q3,Escitab-10,Antidepressant,North,504,4.0,2016.0,659,627,0,490.0,524.0,522.7,504.0,-0.4999999999999997,-0.8660254037844388,0,0,0,2
2024-08-01,2024,8,August,Q3,Escitab-10,Antidepressant,North,510,4.0,2040.0,670,696,0,504.0,574.0,501.3,506.625,-0.8660254037844385,-0.5000000000000004,0,0,0,2
2024-09-01,2024,9,September,Q3,Escitab-10,Antidepressant,North,592,4.0,2368.0,740,776,0,510.0,490.0,535.3,506.625,-1.0,-1.8369701987210297e-16,0,0,0,2
2024-10-01,2024,10,October,Q4,Escitab-10,Antidepressant,North,540,4.0,2160.0,556,520,0,592.0,504.0,547.3,506.625,-0.8660254037844386,0.5000000000000001,1,0,1,2
2024-11-01,2024,11,November,Q4,Escitab-10,Antidepressant,North,753,4.0,3012.0,766,823,0,540.0,510.0,628.3,506.625,-0.5000000000000004,0.8660254037844384,1,1,0,2
2024-12-01,2024,12,December,Q4,Escitab-10,Antidepressant,North,679,4.0,2716.0,859,844,0,753.0,592.0,657.3,506.625,-2.4492935982947064e-16,1.0,1,1,0,2
2022-01-01,2022,1,January,Q1,Escitab-10,Antidepressant,South,398,4.0,1592.0,507,521,0,398.0,391.0,414.15,398.0,0.49999999999999994,0.8660254037844387,0,1,0,0
2022-02-01,2022,2,February,Q1,Escitab-10,Antidepressant,South,482,4.0,1928.0,484,448,0,398.0,391.0,414.15,482.0,0.8660254037844386,0.5000000000000001,0,1,0,0
2022-03-01,2022,3,March,Q1,Escitab-10,Antidepressant,South,478,4.0,1912.0,537,570,0,482.0,391.0,452.7,478.0,1.0,6.123233995736766e-17,0,0,0,0
2022-04-01,2022,4,April,Q2,Escitab-10,Antidepressant,South,441,4.0,1764.0,583,626,0,478.0,398.0,467.0,441.0,0.8660254037844387,-0.4999999999999998,0,0,0,0
2022-05-01,2022,5,May,Q2,Escitab-10,Antidepressant,South,333,4.0,1332.0,404,417,0,441.0,482.0,417.3,333.0,0.49999999999999994,-0.8660254037844387,0,0,0,0
2022-06-01,2022,6,June,Q2,Escitab-10,Antidepressant,South,333,4.0,1332.0,383,385,0,333.0,478.0,369.0,333.0,1.2246467991473532e-16,-1.0,0,0,0,0
2022-07-01,2022,7,July,Q3,Escitab-10,Antidepressant,South,309,4.0,1236.0,304,311,0,333.0,441.0,325.0,309.0,-0.4999999999999997,-0.8660254037844388,0,0,0,0
2022-08-01,2022,8,August,Q3,Escitab-10,Antidepressant,South,307,4.0,1228.0,370,363,0,309.0,333.0,316.3,307.0,-0.8660254037844385,-0.5000000000000004,0,0,0,0
2022-09-01,2022,9,September,Q3,Escitab-10,Antidepressant,South,356,4.0,1424.0,319,330,0,307.0,333.0,324.0,356.0,-1.0,-1.8369701987210297e-16,0,0,0,0
2022-10-01,2022,10,October,Q4,Escitab-10,Antidepressant,South,376,4.0,1504.0,334,332,0,356.0,309.0,346.3,376.0,-0.8660254037844386,0.5000000000000001,1,0,1,0
2022-11-01,2022,11,November,Q4,Escitab-10,Antidepressant,South,501,4.0,2004.0,504,534,0,376.0,307.0,411.0,501.0,-0.5000000000000004,0.8660254037844384,1,1,0,0
2022-12-01,2022,12,December,Q4,Escitab-10,Antidepressant,South,505,4.0,2020.0,655,612,0,501.0,356.0,460.7,505.0,-2.4492935982947064e-16,1.0,1,1,0,0
2023-01-01,2023,1,January,Q1,Escitab-10,Antidepressant,South,391,4.0,1564.0,470,468,0,505.0,376.0,465.7,391.0,0.49999999999999994,0.8660254037844387,0,1,0,1
2023-02-01,2023,2,February,Q1,Escitab-10,Antidepressant,South,497,4.0,1988.0,572,557,0,391.0,501.0,464.3,497.0,0.8660254037844386,0.5000000000000001,0,1,0,1
2023-03-01,2023,3,March,Q1,Escitab-10,Antidepressant,South,485,4.0,1940.0,554,523,0,497.0,505.0,457.7,485.0,1.0,6.123233995736766e-17,0,0,0,1
2023-04-01,2023,4,April,Q2,Escitab-10,Antidepressant,South,412,4.0,1648.0,456,454,0,485.0,391.0,464.7,412.0,0.8660254037844387,-0.4999999999999998,0,0,0,1
2023-05-01,2023,5,May,Q2,Escitab-10,Antidepressant,South,409,4.0,1636.0,351,313,0,412.0,497.0,435.3,409.0,0.49999999999999994,-0.8660254037844387,0,0,0,1
2023-06-01,2023,6,June,Q2,Escitab-10,Antidepressant,South,331,4.0,1324.0,461,473,0,409.0,485.0,384.0,331.0,1.2246467991473532e-16,-1.0,0,0,0,1
2023-07-01,2023,7,July,Q3,Escitab-10,Antidepressant,South,270,4.0,1080.0,270,252,0,331.0,412.0,336.7,270.0,-0.4999999999999997,-0.8660254037844388,0,0,0,1
2023-08-01,2023,8,August,Q3,Escitab-10,Antidepressant,South,346,4.0,1384.0,349,368,0,270.0,409.0,315.7,346.0,-0.8660254037844385,-0.5000000000000004,0,0,0,1
2023-09-01,2023,9,September,Q3,Escitab-10,Antidepressant,South,362,4.0,1448.0,380,385,0,346.0,331.0,326.0,362.0,-1.0,-1.8369701987210297e-16,0,0,0,1
2023-10-01,2023,10,October,Q4,Escitab-10,Antidepressant,South,353,4.0,1412.0,310,285,0,362.0,270.0,353.7,353.0,-0.8660254037844386,0.5000000000000001,1,0,1,1
2023-11-01,2023,11,November,Q4,Escitab-10,Antidepressant,South,552,4.0,2208.0,624,631,0,353.0,346.0,422.3,506.625,-0.5000000000000004,0.8660254037844384,1,1,0,1
2023-12-01,2023,12,December,Q4,Escitab-10,Antidepressant,South,464,4.0,1856.0,443,435,0,552.0,362.0,456.3,464.0,-2.4492935982947064e-16,1.0,1,1,0,1
2024-01-01,2024,1,January,Q1,Escitab-10,Antidepressant,South,461,4.0,1844.0,521,512,0,464.0,353.0,492.3,461.0,0.49999999999999994,0.8660254037844387,0,1,0,2
2024-02-01,2024,2,February,Q1,Escitab-10,Antidepressant,South,452,4.0,1808.0,434,406,0,461.0,552.0,459.0,452.0,0.8660254037844386,0.5000000000000001,0,1,0,2
2024-03-01,2024,3,March,Q1,Escitab-10,Antidepressant,South,426,4.0,1704.0,443,469,0,452.0,464.0,446.3,426.0,1.0,6.123233995736766e-17,0,0,0,2
2024-04-01,2024,4,April,Q2,Escitab-10,Antidepressant,South,402,4.0,1608.0,533,496,0,426.0,461.0,426.7,402.0,0.8660254037844387,-0.4999999999999998,0,0,0,2
2024-05-01,2024,5,May,Q2,Escitab-10,Antidepressant,South,371,4.0,1484.0,388,366,0,402.0,452.0,399.7,371.0,0.49999999999999994,-0.8660254037844387,0,0,0,2
2024-06-01,2024,6,June,Q2,Escitab-10,Antidepressant,South,310,4.0,1240.0,327,336,0,371.0,426.0,361.0,310.0,1.2246467991473532e-16,-1.0,0,0,0,2
2024-07-01,2024,7,July,Q3,Escitab-10,Antidepressant,South,365,4.0,1460.0,501,491,0,310.0,402.0,348.7,365.0,-0.4999999999999997,-0.8660254037844388,0,0,0,2
2024-08-01,2024,8,August,Q3,Escitab-10,Antidepressant,South,381,4.0,1524.0,520,533,0,365.0,371.0,352.0,381.0,-0.8660254037844385,-0.5000000000000004,0,0,0,2
2024-09-01,2024,9,September,Q3,Escitab-10,Antidepressant,South,357,4.0,1428.0,488,474,0,381.0,310.0,367.7,357.0,-1.0,-1.8369701987210297e-16,0,0,0,2
2024-10-01,2024,10,October,Q4,Escitab-10,Antidepressant,South,406,4.0,1624.0,370,387,0,357.0,365.0,381.3,406.0,-0.8660254037844386,0.5000000000000001,1,0,1,2
2024-11-01,2024,11,November,Q4,Escitab-10,Antidepressant,South,546,4.0,2184.0,674,631,0,406.0,381.0,436.3,506.625,-0.5000000000000004,0.8660254037844384,1,1,0,2
2024-12-01,2024,12,December,Q4,Escitab-10,Antidepressant,South,552,4.0,2208.0,563,547,0,546.0,357.0,501.3,506.625,-2.4492935982947064e-16,1.0,1,1,0,2
2022-01-01,2022,1,January,Q1,Escitab-10,Antidepressant,West,430,4.0,1720.0,414,389,0,370.0,364.0,362.5,430.0,0.49999999999999994,0.8660254037844387,0,1,0,0
2022-02-01,2022,2,February,Q1,Escitab-10,Antidepressant,West,424,4.0,1696.0,365,356,0,430.0,364.0,362.5,424.0,0.8660254037844386,0.5000000000000001,0,1,0,0
2022-03-01,2022,3,March,Q1,Escitab-10,Antidepressant,West,410,4.0,1640.0,463,453,0,424.0,364.0,421.3,410.0,1.0,6.123233995736766e-17,0,0,0,0
2022-04-01,2022,4,April,Q2,Escitab-10,Antidepressant,West,325,4.0,1300.0,338,349,0,410.0,430.0,386.3,325.0,0.8660254037844387,-0.4999999999999998,0,0,0,0
2022-05-01,2022,5,May,Q2,Escitab-10,Antidepressant,West,337,4.0,1348.0,394,372,0,325.0,424.0,357.3,337.0,0.49999999999999994,-0.8660254037844387,0,0,0,0
2022-06-01,2022,6,June,Q2,Escitab-10,Antidepressant,West,309,4.0,1236.0,348,331,0,337.0,410.0,323.7,309.0,1.2246467991473532e-16,-1.0,0,0,0,0
